id,created,eventType,eventValue,jobId,country,slug,geo
FE94BF7DF67E01ED828AEB9F73AB57DB,2022-08-23 7:08:09,Apply,10780,630444e0e553f97afa134138,US,doordash,POINT(-122.12160007 47.44650001)
FFA1094465777D3E69736BF260D09225,2022-08-23 16:55:16,Apply,4550,6301d00001883c93725faa53,US,doordash,POINT(-86.29230004 37.22289998)
08145AC888C46F20C06F1871E7B21E61,2022-08-23 17:32:35,Apply,10430,6301d04e01883c93725fad23,US,doordash,POINT(-93.38190003 45.17000001)
FE925B34007A7B22B8759EB46D50FB3C,2022-08-23 19:00:25,Apply,5600,6305175d1391876303627238,US,doordash,POINT(-79.92519998 40.25210001)
5E2DD0F1631160FB264B50689058E7E1,2022-08-23 20:47:35,Apply,4409,6303ef978be435b96d8e4f24,US,doordash,POINT(-84.57039999 42.73910000)
A4FD89C637C4BBA1E90860CF523E7621,2022-08-23 20:56:31,Apply,5179,63049807345a901549df7787,US,doordash,POINT(-120.53110003 46.59340000)
273DBB5E594140C7ACA24EE50353B5E9,2022-08-23 21:42:59,Apply,4550,6301c959b05c7bda78559617,US,doordash,POINT(-90.92400003 31.19029999)
6A70620B250F6A816A54EBF6E8198793,2022-08-23 23:30:28,Apply,10430,6305404ebf406fbc5d692d10,US,doordash,POINT(-93.23629997 44.84269998)
35B237D69C8D57B95ADE484B1D9D1546,2022-08-24 0:58:53,Apply,5179,6301cdb701883c93725f94bd,US,doordash,POINT(-122.67449997 45.51810001)
2D20BA6F36BAB1ED75908DD17BDF59E7,2022-08-24 1:32:25,Apply,10780,6301c8d1b05c7bda78558f87,US,doordash,POINT(-122.20060002 47.98839999)
52BAD645BC092BACD526F7E297F10AE5,2022-08-24 6:04:31,Apply,11269,6305beb3282ad627774b1f8d,US,doordash,POINT(-93.26830000 44.98349997)
C45D8BBDF033C8E57078576D2F61155E,2022-08-24 11:35:16,Apply,9100,6305ec14047a5fc8670892ec,US,doordash,POINT(-95.40539998 29.75170002)
5C8E64F682E9EB97F67E159549353D88,2022-08-24 11:47:55,Apply,7140,6305eaa7047a5fc8670884a1,US,doordash,POINT(-97.74259996 30.27130002)
6521BE4A2C8CC5D1E1EB1F72F564DD63,2022-08-24 13:10:30,Apply,7140,6305c03b282ad627774b2763,US,doordash,POINT(-86.76550001 35.91210001)
51E3F69826AA9400BFD02FABA44E6916,2022-08-24 13:28:36,Apply,5179,6305beec282ad627774b209c,US,doordash,POINT(-71.01110001 42.46329999)
3DAB0468CA2E89E1839AB2748CE5506E,2022-08-24 13:46:32,Apply,7000,6305c054282ad627774b27fc,US,doordash,POINT(-79.93709996 32.77949996)
FC797B59EF971036F18D6F758C6E3A9E,2022-08-24 13:53:19,Apply,9100,6305eae6047a5fc8670886c5,US,doordash,POINT(-95.36250002 29.72469999)
18F160D2670A79616830C5701B41D05B,2022-08-24 14:32:46,Apply,5600,6306146885e97b6dff8439af,US,doordash,POINT(-77.60969998 39.16030000)
B412AE2C0C0A1EBC72B5C6821953835D,2022-08-24 14:43:37,Apply,4409,6304edade813000ed54dcf50,US,doordash,POINT(-77.76080002 35.94270000)
3C0749E0FFB700B1A71C857352B5D71A,2022-08-24 15:53:15,Apply,5179,6305c11a282ad627774b2cae,US,doordash,POINT(-71.08359999 42.36869997)
597F99AA3FE0E563A5AD340CCA6161BD,2022-08-24 15:59:04,Apply,5179,6305c11a282ad627774b2cae,US,doordash,POINT(-71.08359999 42.36869997)
B2C126FA3E7436DB8076EA70675F9DDE,2022-08-24 16:30:13,Apply,5179,62f7bdd0679ffe9b417f09b2,US,doordash,POINT(-81.08830002 32.07490004)
239D938F5E55C32CAFC1EE3BA30CF431,2022-08-24 16:50:27,Apply,4550,6301f51a8d4841706697935c,US,doordash,POINT(-111.27339999 47.50980004)
13430A03F32E3614A29E7367B7FE0F3E,2022-08-24 17:27:11,Apply,5179,6305c0a3282ad627774b29e4,US,doordash,POINT(-71.04000002 42.07939999)
22CE15950C397A14A8FB05EDE7C7C40E,2022-08-24 18:34:06,Apply,7140,6305c07b282ad627774b28dc,US,doordash,POINT(-86.77810002 36.16569997)
6135028E21053CAD83BC0EA9AA4FA122,2022-08-24 18:39:09,Apply,6370,62fc5b074408f92d3db650ce,US,doordash,POINT(-83.97450003 43.42480003)
91EE66098D9E28733C9DDE71BBEF0C96,2022-08-24 19:14:14,Apply,4409,63066a15125d0931de892a77,US,doordash,POINT(-157.86769996 21.31599996)
15B8321C084048E77FBCF365BD9CBCB5,2022-08-24 19:15:31,Apply,7140,6305c00e282ad627774b265d,US,doordash,POINT(-122.79960003 45.45600002)
6FED304B09A00736FFF6DE4472C7BE4E,2022-08-24 20:10:34,Apply,5179,6305bf09282ad627774b211d,US,doordash,POINT(-70.95429997 42.11669996)
744724186011932FF7FFA5122990C3C6,2022-08-24 20:59:47,Apply,5600,6305c242282ad627774b33eb,US,doordash,POINT(-87.97420004 43.08589999)
67FDEA808A4714D5BA860E8628A12622,2022-08-24 22:19:13,Apply,5179,62f7bdd0679ffe9b417f09b2,US,doordash,POINT(-81.08830002 32.07490004)
5552E3C2A8384F8B7223F0F5E4117338,2022-08-24 22:19:43,Apply,7140,63066a83125d0931de892cf7,US,doordash,POINT(-77.02630001 38.89300001)
24F0ACA55851E18577C62C14F07B572B,2022-08-25 1:13:31,Apply,5600,630693a96ae075a603aa4944,US,doordash,POINT(-77.96390001 39.45620004)
CBD0E22B8141002B23E0C1E754FE1AFB,2022-08-25 1:42:50,Apply,7769,6305e9c2047a5fc867087c3d,US,doordash,POINT(-122.90540003 42.28179998)
A57FA223D58168D78C8E0810CA7EA7A4,2022-08-25 2:24:12,Apply,5600,6306bf94879c8cf8cfdb15f2,US,doordash,POINT(-78.26899997 39.15010003)
F3023FE1F620EE3114E9FCAFC75D02F2,2022-08-25 3:26:22,Apply,4409,6301ca3901883c93725f70a9,US,doordash,POINT(-85.67629998 44.69399999)
260522D7D32A5EF1AFB9096A2F8123FC,2022-08-25 3:58:51,Apply,5179,6306e7651ba092d55559bddd,US,doordash,POINT(-80.85830001 35.20809999)
7DE350A86231DE438905D4544C67E74D,2022-08-25 4:10:44,Apply,10850,6305ec44047a5fc8670894c2,US,doordash,POINT(-122.12319998 47.67179998)
CC6FB8E099FE7BBA35FCFAAE576960EE,2022-08-25 4:50:47,Apply,6090,630596b319392015d001c990,US,doordash,POINT(-98.12449998 29.70299999)
22A52DCD96A07C8BA1AD5AF6BFFC3491,2022-08-25 4:53:42,Apply,5179,6306e7651ba092d55559bddd,US,doordash,POINT(-80.85830001 35.20809999)
C4C1B550DFE819904CC74129DD10D3FC,2022-08-25 5:24:59,Apply,4200,6306e8b91ba092d55559c5d5,US,doordash,POINT(-99.77240002 32.43200004)
19F648DC159CDCA42DFF79C636C52A19,2022-08-25 6:14:21,Apply,5179,6305c080282ad627774b2901,US,doordash,POINT(-71.05450001 42.36000001)
B1D88143FDBE31C8A30F3EC698D58332,2022-08-25 6:29:33,Apply,4550,63063ee6850f78f9064d5c1e,US,doordash,POINT(-94.17160002 36.09920003)
5FF3898718DCCFD60009D4BAC35D4B9A,2022-08-25 6:58:02,Apply,7140,6306e6d41ba092d55559bae4,US,doordash,POINT(-77.03220004 38.93270001)
F9F4481BBB5ECBC03B913684776D5C6B,2022-08-25 6:58:57,Apply,4409,62fc5bc44408f92d3db6582c,US,doordash,POINT(-89.22310000 31.57970002)
703D7E9A9FDB8A3BC450AFDFF68B1F82,2022-08-25 7:17:48,Apply,4409,6306e75d1ba092d55559bda7,US,doordash,POINT(-84.04000004 36.04350002)
0D617DC4A3F0329E19C09A6F8D799456,2022-08-25 7:30:26,Apply,6090,6306e87b1ba092d55559c458,US,doordash,POINT(-79.86249999 40.40380002)
FB70E4784ABB261500A3AA9AB1E9E0A5,2022-08-25 7:40:24,Apply,11269,6306bf99879c8cf8cfdb160c,US,doordash,POINT(-94.12839998 45.55209998)
22411E2A58BE104D2C4C3EA7C2D7D6C9,2022-08-25 8:05:26,Apply,4409,6306e80e1ba092d55559c1aa,US,doordash,POINT(-77.90430002 35.71580002)
061F379B09A138407F5C1084BA1016BE,2022-08-25 9:06:20,Apply,4550,6305c0d2282ad627774b2b05,US,doordash,POINT(-83.31420003 36.32490003)
429C40541FE1805EDA0D25DE7511D180,2022-08-25 12:43:01,Apply,5179,6305c080282ad627774b2901,US,doordash,POINT(-71.05450001 42.36000001)
57D03B2BC5B1960BE9E17C7804C291FB,2022-08-25 14:55:50,Apply,4200,6305978b19392015d001cf19,US,doordash,POINT(-77.44209997 39.00209998)
449E6CF64D106D92AB49ED8D324232BB,2022-08-25 19:40:50,Apply,4409,6307bbe9ebd89d5f233e7930,US,doordash,POINT(-83.72739997 34.90629999)
C0F981A75948ADF6D2A05F288532F0C2,2022-08-26 5:45:42,Apply,4409,63083e3486915d7363b06570,US,doordash,POINT(-157.85850003 21.30620002)
99C30415F128D9A0CE4561705B2459F3,2022-08-26 6:39:47,Apply,5179,63083bb886915d7363b051ba,US,doordash,POINT(-71.05450001 42.36000001)
E935D6ABCD46ED5BE58457C7F29543A0,2022-08-26 12:15:59,Apply,4550,63083c8986915d7363b05827,US,doordash,POINT(-86.75890001 34.33229998)
5E7C751F530D8C1B99285D3BA371517D,2022-08-26 14:25:20,Apply,4200,63083c9186915d7363b0586a,US,doordash,POINT(-81.99350001 37.84870004)
8266095D74D427576D88B87D1AFB88EF,2022-08-26 15:43:50,Apply,4409,6308e3b6fa65ac0d5798bce7,US,doordash,POINT(-84.17460000 35.87619997)
E4326B9645A7A008C71EDBFF8F497BD5,2022-08-26 16:43:37,Apply,5600,6308e194fa65ac0d5798af79,US,doordash,POINT(-77.60969998 39.16030000)
E13ED8E39DA4195EA819595CD7052CC5,2022-08-26 16:48:06,Apply,4200,6308b8c690600eb5666a92ad,US,doordash,POINT(-110.90129997 45.62800002)
6E282589CBB95C0139D34A3E9FF6FAA2,2022-08-26 17:31:27,Apply,4550,63083c8986915d7363b05827,US,doordash,POINT(-86.75890001 34.33229998)
3E6F5B4B09C1C8F63D593E92E41A31EC,2022-08-26 17:43:04,Apply,5179,6308e1d7fa65ac0d5798b0eb,US,doordash,POINT(-119.77639996 39.49720005)
8069DF3FA8049809A593F348AB653A34,2022-08-30 0:50:16,Apply,4200,630d2d290bce3318072b4eb7,US,doordash,POINT(-80.85929997 33.50250002)
3F1419A7D1E9C2FDE5096526D2ACF62B,2022-08-30 13:10:16,Apply,7140,630dfcf59d7d7ea012df68e7,US,doordash,POINT(-86.39029999 35.84560001)
6A1E85E8CE8F6B9AEE865A58C5DBFB8E,2022-08-30 13:57:40,Apply,6300,630dfcaf9d7d7ea012df6747,US,doordash,POINT(-84.00910004 43.43430002)
51C25BD4FC585730E9C2761EB875BD19,2022-08-30 14:53:41,Apply,4409,630dd4062da00b9e0b667f3d,US,doordash,POINT(-84.02349998 35.94599998)
9540E6209A399D507D8C2D1CE67FDD7B,2022-08-30 15:31:07,Apply,7140,630e276470d819809aae7bd0,US,doordash,POINT(-97.74259996 30.27130002)
BA032670D776AA114EEF320087E20404,2022-08-30 16:08:22,Apply,7140,630e28df70d819809aae834e,US,doordash,POINT(-122.64479995 45.56530001)
1CDD1A13DCE81D164F08261B376782BE,2022-08-30 16:15:02,Apply,7630,630e288570d819809aae816f,US,doordash,POINT(-97.38980001 31.07099997)
4278F1C04AFAFD3BD8FB36C071F0F7C3,2022-08-30 18:19:24,Apply,5179,630e527a85e5076f1455ab82,US,doordash,POINT(-71.05450001 42.36000001)
85517580C9C498E4584388DF7C3494EE,2022-08-30 18:26:28,Apply,4409,630e513785e5076f1455a439,US,doordash,POINT(-83.93360001 35.95559998)
C56695ACEB0DFB91231528270D2F7073,2022-08-30 18:37:05,Apply,5179,630e273d70d819809aae7b23,US,doordash,POINT(-70.30009998 41.69829996)
DEBF0F6F6A57B4CFC5485102E95A0D7E,2022-08-30 20:06:37,Apply,5179,630e527a85e5076f1455ab82,US,doordash,POINT(-71.05450001 42.36000001)
03B227B9965A876FB277441DC872875B,2022-08-30 20:18:41,Apply,10850,630d302a0bce3318072b6597,US,doordash,POINT(-122.24749999 47.75420004)
90E96D8A73F27545AEFCB0292EA6E1B1,2022-08-30 21:10:47,Apply,4200,630e296470d819809aae8639,US,doordash,POINT(-90.40940001 37.77730002)
8EA726BC9FB81A541ECD4844527BF703,2022-08-30 21:41:07,Apply,10850,630d312c0bce3318072b6de2,US,doordash,POINT(-122.22810002 47.56029999)
2FC19F559A8B42EA294020653D1629A4,2022-08-30 22:35:16,Apply,6300,630e523585e5076f1455a9e2,US,doordash,POINT(-84.57969998 42.84280000)
3ECC05FA4DD03D15F4076F1162D1189D,2022-08-30 23:25:15,Apply,4550,630e53a385e5076f1455b28e,US,doordash,POINT(-79.32909999 42.09730002)
2BD85FDE5479560EA978BD89305191F9,2022-08-30 23:41:25,Apply,11550,630e7d31e5ea13c6a15e91bc,US,doordash,POINT(-104.87989997 39.61230001)
619BFF28AA74854D42F9693C8E761E20,2022-08-31 0:28:09,Apply,5179,630ea7cebeff2840bb39d532,US,doordash,POINT(-71.08359999 42.36869997)
999D0C69F6435B7AFA920F5D67BE136E,2022-08-31 3:13:58,Apply,4409,630e7c4ae5ea13c6a15e8bf4,US,doordash,POINT(-78.71060000 38.12960000)
42B798428C8ACAB6651F9CDA2A82B982,2022-08-31 3:36:59,Apply,5879,630d32150bce3318072b75a0,US,doordash,POINT(-78.80440004 33.75870002)
5464B0946DD15B15F3A9195311EA2C45,2022-08-31 3:47:49,Apply,7000,630e7b5fe5ea13c6a15e8625,US,doordash,POINT(-79.93709996 32.77949996)
3236F69020133DC23F2347638CA1FC3A,2022-08-31 6:51:00,Apply,11900,630ed2977c75d233cdf4d130,US,doordash,POINT(-93.27589999 44.97619998)
E9832826130FCAA2AD3C8CFC6E28C15E,2022-08-31 8:01:07,Apply,4409,630dfe5b9d7d7ea012df72a5,US,doordash,POINT(-77.90430002 35.71580002)
60DA62D8AE97B98CE3A156D45E29D7C9,2022-08-31 8:40:18,Apply,4129,630ed24d7c75d233cdf4cf0e,US,doordash,POINT(-96.40949996 32.88600000)
9524794E9EC8B71972448FF7D1DD55C7,2022-08-31 10:20:06,Apply,4129,630f27eddb72001e8b44a6ba,US,doordash,POINT(-98.49250001 29.42369999)
B0F7ADCA7BF8511A2118BCF082B4007D,2022-08-31 10:24:15,Apply,5740,630f2821db72001e8b44a8be,US,doordash,POINT(-75.00080002 39.90739999)
EB6F1729363AAC28C774370F1DC6BEED,2022-08-31 10:31:03,Apply,5040,630f25dedb72001e8b44907e,US,doordash,POINT(-83.13029998 42.33759999)
3CF97EC2189D011F5C709324397E4442,2022-08-31 10:50:33,Apply,6930,630ed0917c75d233cdf4c309,US,doordash,POINT(-83.01179999 40.02010001)
954F1E54E5BB031C0F4044D1D29F686F,2022-08-31 12:00:11,Apply,4129,630f2819db72001e8b44a859,US,doordash,POINT(-80.18950003 25.76290001)
59FE3AFC6643FB264E8BC4A7AE9441C4,2022-08-31 12:15:06,Apply,4129,630f2605db72001e8b44922b,US,doordash,POINT(-80.08340000 26.51749996)
1ACE47019373AF56E3A275C51B76E39A,2022-08-31 12:41:07,Apply,4129,630f501214c667d1ce5514ff,US,doordash,POINT(-95.44670003 29.18099996)
1B9979635721EAB3AB8A7F9CC1138262,2022-08-31 12:44:17,Apply,4129,630f501f14c667d1ce55157c,US,doordash,POINT(-85.27219997 35.03060001)
ECC9323A446FAAB4464E9766EDF614F1,2022-08-31 12:55:33,Apply,4129,630f288cdb72001e8b44ac8a,US,doordash,POINT(-73.21629997 41.16679996)
4E8DC914812FEBC2AB462DF4D69AD44D,2022-08-31 13:13:47,Apply,4550,630d32290bce3318072b7646,US,doordash,POINT(-82.40909996 37.31089997)
09AB8D34E1DF3774C6246C661E4454BE,2022-08-31 13:27:42,Apply,5740,630f50e314c667d1ce551ca5,US,doordash,POINT(-86.82539998 33.35380004)
E390C11DD31584A9B7A67BDA2BC9C3B6,2022-08-31 13:28:10,Apply,4129,630f51a014c667d1ce552404,US,doordash,POINT(-95.40100002 29.70410002)
E3820196F8937B6A168E20B93353FEB3,2022-08-31 13:49:45,Apply,10850,630d32050bce3318072b7524,US,doordash,POINT(-122.12319998 47.67179998)
AE7D93A06CE03830828BEEDA76127046,2022-08-31 13:50:56,Apply,5740,630f4ee414c667d1ce550a29,US,doordash,POINT(-74.90359997 39.94779998)
10C5E2B358A3460A07DF9516DF06A38B,2022-08-31 14:25:46,Apply,5740,630f4ee414c667d1ce550a29,US,doordash,POINT(-74.90359997 39.94779998)
EEA9074A7E8FC150D0E66B97FB0A3532,2022-08-31 14:39:01,Apply,4129,630f50a814c667d1ce551a5a,US,doordash,POINT(-81.94520002 26.69389997)
F186DBB51C7C2773F83A41696FDE79A6,2022-08-31 15:06:06,Apply,4129,630f786584830b302166a8ba,US,doordash,POINT(-84.48919999 39.14899998)
75002A601C8A4CB7B4C003BC8F1E89DB,2022-08-31 15:15:48,Apply,4129,630f799484830b302166afb2,US,doordash,POINT(-95.19890001 29.70089999)
09C8609E5906F857109EA4E94F898884,2022-08-31 15:23:01,Apply,8400,630f7b3784830b302166bb7d,US,doordash,POINT(-71.80029997 42.26239999)
C1918B214456F92CA3F47ED678F2DAE2,2022-08-31 15:35:07,Apply,4129,630f7ce184830b302166c882,US,doordash,POINT(-97.24889997 32.92760002)
3D4BFC8F709AA09EC0CC685E51808346,2022-08-31 15:37:45,Apply,4129,630f7a9484830b302166b6a6,US,doordash,POINT(-97.17560003 32.82109996)
04EAAA39346F04A920CCA2EFF9F2C9A3,2022-08-31 16:21:32,Apply,4129,630f50fb14c667d1ce551d92,US,doordash,POINT(-84.56460000 37.88080001)
201992415E4AA1583332386490EE7F99,2022-08-31 16:26:11,Apply,4129,630f4fcc14c667d1ce551281,US,doordash,POINT(-80.39229998 27.58849996)
599869498847A55F9945D44770FFA3B1,2022-08-31 16:50:24,Apply,5740,630f4e3d14c667d1ce5504ff,US,doordash,POINT(-76.62519999 39.29459998)
4FDB4D9AF0B0E564D4A305710C791D5C,2022-08-31 16:50:46,Apply,4129,630f7d2284830b302166caa5,US,doordash,POINT(-95.40340002 29.77359996)
458675700A788A1956882D285CE286F0,2022-08-31 16:51:15,Apply,4129,630f7d2c84830b302166cb04,US,doordash,POINT(-118.33149999 46.06140004)
9CACEF7BD95798782E50B60054F47C7B,2022-08-31 16:59:23,Apply,4129,630f7c2484830b302166c2de,US,doordash,POINT(-96.79180003 32.86280002)
1E1BF1572226ACFBFF6D11CECE064B3E,2022-08-31 17:22:25,Apply,4129,630f78d084830b302166ab0d,US,doordash,POINT(-75.84580001 39.62639997)
122F9D19D1B8775A6478658028A80DDD,2022-08-31 17:22:57,Apply,4129,630f7c3384830b302166c365,US,doordash,POINT(-84.18949998 39.75629996)
8BADF206EEB5EC3753F4EB435E1616C2,2022-08-31 17:31:27,Apply,4129,630f78449bee88e1f58b524b,CA,doordash,POINT(-73.47209999 45.53620000)
DA850A5EED0CF3B23A0A908E8362581E,2022-08-31 17:33:34,Apply,4129,630f793a84830b302166ad84,US,doordash,POINT(-87.90730003 43.14090002)
CB03272200A7A8054B45AD6B2C90F027,2022-08-31 17:45:57,Apply,5740,630f7c2884830b302166c2ff,US,doordash,POINT(-84.38800001 33.74900000)
1F53E416DE1C1B013EAA7CCA0ED1B4AF,2022-08-31 17:48:16,Apply,4129,630f7da384830b302166cf08,US,doordash,POINT(-82.43339997 27.96709997)
3E952A0CECD8F5F538861B5E6F61333F,2022-08-31 18:38:00,Apply,4129,630fa38db9cd3d6d691d7758,US,doordash,POINT(-95.36250002 29.72469999)
6F3A5D673BA0B642FAE200AAEAF40A04,2022-08-31 18:38:16,Apply,5040,630fa508b9cd3d6d691d818e,US,doordash,POINT(-82.82069998 42.69379997)
AB15ED4A60CCABE67227DFB351B1ED68,2022-08-31 18:41:41,Apply,700,630fa68eb9cd3d6d691d8d8d,US,doordash,POINT(-97.14160004 32.57729996)
0867082CF12906B1091F5A47AC376CF2,2022-08-31 18:58:56,Apply,4129,630fa67cb9cd3d6d691d8cef,US,doordash,POINT(-95.41179998 29.79910000)
05AEEB624F7E198D204EF31B3BB9501D,2022-08-31 19:22:12,Apply,4129,630f4ff214c667d1ce5513e7,US,doordash,POINT(-90.68289997 42.46489999)
68F44023229644FCB0C1DC7CC38657A2,2022-08-31 19:33:36,Apply,5740,630fa4aab9cd3d6d691d7f17,US,doordash,POINT(-75.15950000 39.92069998)
66C4AF3FCCF79D09818CFBCF7CFCA151,2022-08-31 19:41:01,Apply,9519,630f7e0584830b302166d298,US,doordash,POINT(-86.39029999 35.84560001)
2CAE87D33D3135A38293A03827EBD015,2022-08-31 20:15:45,Apply,700,630fa38ab9cd3d6d691d7745,US,doordash,POINT(-122.41940001 37.77490002)
94CAF45A20ED7948305697947E18B53E,2022-08-31 20:19:45,Apply,10850,630d5554914fb7a08edb31a4,US,doordash,POINT(-122.20719996 47.61549999)
0DEC590D5FE3C5E8F6E6E6AC90907E61,2022-08-31 21:01:41,Apply,11900,630fa26bb9cd3d6d691d708e,US,doordash,POINT(-78.84389998 35.97810003)
21C87B89D38CD5A39C4EC40E24E03155,2022-08-31 21:40:29,Apply,5040,630fce612d4e082cdaaffbf4,US,doordash,POINT(-83.04089999 42.38089997)
494666509F52F4538F0DBB9933E323E0,2022-08-22 16:06:38,Apply,10780,6301c897b05c7bda78558c81,US,doordash,POINT(-122.22810002 47.56029999)
8C624D64B16984FBB4287140500327EF,2022-08-22 16:33:37,Apply,5179,6301c8e7b05c7bda78559062,US,doordash,POINT(-122.53720000 45.44460002)
B333F8DF93F9F9B6FDA98A5D592E30FA,2022-08-22 16:47:39,Apply,6930,6301c804b05c7bda785585dc,US,doordash,POINT(-97.67070001 30.63299998)
76D21FF33A4B9112415D5B8D297B0DBA,2022-08-22 16:57:19,Apply,9380,63039c2b3bbdc2174316c7fc,US,doordash,POINT(-71.10260000 41.90500000)
F38850AAC1327289A0571AE8746B2C59,2022-08-22 17:22:56,Apply,7909,6301ce3c01883c93725f99da,US,doordash,POINT(-86.77810002 36.16569997)
23A95C9E1685C1871A919F27D3CF0581,2022-08-22 17:41:03,Apply,5600,63039ccd3bbdc2174316cb71,US,doordash,POINT(-104.60909999 38.25440003)
9C3E0F58BB2D7C102E33AE5560DE8CEC,2022-08-22 17:43:41,Apply,4200,6301cef801883c93725fa100,US,doordash,POINT(-90.31089998 40.94019997)
27EF980682DA8624F377360B95387480,2022-08-22 18:47:24,Apply,4550,62fb089d64c0b5aca155461d,US,doordash,POINT(-82.76020000 37.85069997)
A00312D105AD9A68CB7117B143567239,2022-08-22 18:56:36,Apply,9380,6301f5728d484170669795f2,US,doordash,POINT(-71.05450001 42.36000001)
A0A851FF7F520807B21596666D9443B9,2022-08-22 19:04:15,Apply,5179,6301c962b05c7bda7855969d,US,doordash,POINT(-122.80010002 45.49629999)
E772F5DCF3A70503B5EB38CA30905FAD,2022-08-22 19:26:08,Apply,4200,62f1cfaaca0c8a8a1deb8e07,US,doordash,POINT(-70.27090003 43.63180003)
3221DA6F3D745E4EB82F16FCB25D5341,2022-08-22 19:29:28,Apply,10780,6301ce1e01883c93725f98d1,US,doordash,POINT(-122.22810002 47.56029999)
CAF9AC7E6277DD3F929CC13CA4A64B79,2022-08-22 19:41:04,Apply,4409,62fc5ad74408f92d3db64f00,US,doordash,POINT(-83.36870003 38.98690002)
AEC78A232015DCEDD6D95CB007F0A2A2,2022-08-22 20:04:42,Apply,6090,6303c65b015b533083896a17,US,doordash,POINT(-87.97420004 43.08589999)
63721D382B587253A83EB11932AB68DB,2022-08-22 22:16:38,Apply,9380,6303c526015b5330838960ef,US,doordash,POINT(-70.99780000 42.24910002)
D6DDF39F9FE71E9C72325E612C0D7931,2022-08-22 23:06:08,Apply,4970,6303ef888be435b96d8e4ed2,US,doordash,POINT(-78.04869996 39.32759998)
